tipo_cultivo,ubicacion,tamanio,rdto,uso_fertilizantes
Erecta.,1145,74435,0.4883,False
Erecta.,1316,48455,0.8986,True
Semierecta.,1330,45237,0.9626,True
Semierecta.,1818,56676,0.6381,True
Rastrera.,1612,83761,0.2483,False
Erecta.,1292,55219,0.5706,True
Rastrera.,1376,56200,0.2824,True
Semierecta.,1201,82460,0.7946,False
Rastrera.,1080,88125,0.4787,True
Erecta.,1023,90857,0.5437,True
Erecta.,1566,37472,0.1984,True
Semierecta.,1705,47116,0.1908,True
Semierecta.,1495,90616,0.6806,True
Erecta.,1061,83295,0.0921,False
Erecta.,1751,4796,0.4304,True
Erecta.,1182,92365,0.5923,False
Rastrera.,1983,18574,0.7297,False
Semierecta.,1866,76843,0.1996,True
Erecta.,1872,22718,0.4151,True
Rastrera.,1435,93258,0.7349,False
Semierecta.,1923,42657,0.7433,True
Semierecta.,1308,90374,0.9394,True
Rastrera.,1687,8847,0.0063,False
Erecta.,1034,47014,0.9618,False
Erecta.,1202,76240,0.4002,False
Rastrera.,1915,5976,0.3234,True
Semierecta.,1439,70571,0.5018,True
Semierecta.,1488,44267,0.2663,True
Rastrera.,1553,79383,0.4726,False
Erecta.,1907,27353,0.8723,False
Erecta.,1912,40616,0.0833,True
Rastrera.,1656,56696,0.2307,True
Erecta.,1892,22114,0.3663,True
Semierecta.,1008,53232,0.0437,True
Erecta.,1466,51458,0.5541,False
Erecta.,1677,38920,0.8589,True
Erecta.,1180,64980,0.8245,False
Erecta.,1713,6554,0.4487,False
Semierecta.,1059,36055,0.9181,True
Rastrera.,1498,53979,0.4062,False
Rastrera.,1434,83248,0.5343,True
Semierecta.,1405,66132,0.173,False
Erecta.,1905,81116,0.3733,False
Erecta.,1628,1280,0.8253,True
Erecta.,1907,1091,0.8693,True
Erecta.,1605,46038,0.8197,True
Rastrera.,1801,74666,0.4943,True
Rastrera.,1076,73474,0.616,True
Semierecta.,1090,72034,0.0907,False
Semierecta.,1132,48126,0.0567,True
Semierecta.,1855,24914,0.7349,False
Erecta.,1657,52979,0.5062,False
Semierecta.,1054,73185,0.3287,False
Rastrera.,1708,89423,0.8618,False
Erecta.,1801,73684,0.4917,True
Erecta.,1815,20734,0.8571,True
Erecta.,1330,33691,0.5289,False
Erecta.,1723,28384,0.3957,True
Semierecta.,1439,56412,0.9678,False
Erecta.,1006,59413,0.0921,True
Rastrera.,1176,34846,0.2933,True
Erecta.,1480,74910,0.2338,True
Erecta.,1138,66125,0.515,False
Erecta.,1079,23832,0.0736,True
Rastrera.,1529,96260,0.8912,False
Semierecta.,1779,28398,0.7602,False
Erecta.,1825,37278,0.9896,False
Semierecta.,1870,5224,0.6089,True
Rastrera.,1354,8295,0.5032,True
Erecta.,1273,16920,0.59,True
Rastrera.,1769,46252,0.9362,True
Erecta.,1884,23212,0.9149,True
Semierecta.,1253,93264,0.3714,False
Rastrera.,1347,93154,0.3144,True
Semierecta.,1398,32725,0.3273,True
Semierecta.,1145,5708,0.8996,True
Rastrera.,1801,23603,0.3275,False
Erecta.,1860,73668,0.0494,True
Erecta.,1308,64051,0.8212,False
Erecta.,1347,67415,0.1569,True
Semierecta.,1319,89185,0.4452,False
Rastrera.,1372,88958,0.3397,True
Semierecta.,1643,61125,0.3512,False
Erecta.,1950,87195,0.4108,False
Erecta.,1884,78559,0.6345,True
Erecta.,1589,19395,0.5598,True
Erecta.,1891,65593,0.7101,True
Rastrera.,1156,24104,0.2661,True
Erecta.,1594,61112,0.6959,True
Erecta.,1450,34256,0.8889,False
Semierecta.,1724,22950,0.951,True
Rastrera.,1927,5544,0.0112,False
Semierecta.,1191,44539,0.9967,True
Erecta.,1938,33059,0.3469,False
Rastrera.,1707,23033,0.3205,False
Semierecta.,1762,64321,0.2362,False
Erecta.,1083,33445,0.5633,True
Rastrera.,1540,49730,0.4505,False
Rastrera.,1928,97370,0.3039,True
Rastrera.,1245,92494,0.5866,True
Rastrera.,1158,60187,0.4306,True
Semierecta.,1520,13528,0.0769,True
Semierecta.,1665,72180,0.405,False
Erecta.,1861,1773,0.3736,True
Erecta.,1180,18151,0.1357,True
Erecta.,1310,77911,0.6677,False
Erecta.,1768,25288,0.4925,True
Rastrera.,1808,45414,0.6214,True
Erecta.,1744,11407,0.6464,False
Rastrera.,1156,89723,0.5624,True
Erecta.,1001,71335,0.4642,False
Semierecta.,1309,44269,0.911,False
Erecta.,1074,93291,0.7043,True
Rastrera.,1911,93861,0.855,False
Erecta.,1351,13699,0.7631,True
Rastrera.,1942,87078,0.8864,True
Semierecta.,1921,85250,0.135,True
Rastrera.,1568,38165,0.2309,True
Semierecta.,1892,23775,0.4117,False
Rastrera.,1213,79618,0.4919,True
Rastrera.,1291,48522,0.5527,False
Erecta.,1898,55368,0.9698,False
Rastrera.,1852,53891,0.1427,True
Semierecta.,1916,7549,0.717,False
Erecta.,1904,61668,0.3524,False
Rastrera.,1922,80725,0.2823,True
Semierecta.,1365,12222,0.9295,True
Rastrera.,1689,85729,0.2603,False
Erecta.,1010,49889,0.5053,False
Rastrera.,1315,54034,0.7197,False
Rastrera.,1149,37173,0.4146,True
Erecta.,1178,12900,0.3053,False
Erecta.,1317,2903,0.2328,True
Semierecta.,1760,4925,0.4022,False
Semierecta.,1786,38459,0.2228,False
Erecta.,1223,89677,0.2014,True
Semierecta.,1838,36345,0.6505,True
Semierecta.,1047,36290,0.9256,False
Erecta.,1330,18711,0.935,True
Rastrera.,1608,29019,0.806,False
Rastrera.,1573,77980,0.4062,True
Semierecta.,1586,34497,0.9174,True
Erecta.,1959,45045,0.8509,False
Erecta.,1511,13431,0.0023,True
Semierecta.,1123,16426,0.1141,True
Rastrera.,1936,33592,0.9663,False
Rastrera.,1557,846,0.2836,False
Rastrera.,1684,74689,0.3547,False
Rastrera.,1501,43742,0.2158,True
Semierecta.,1473,79201,0.9591,True
Semierecta.,1261,68144,0.2347,False
Erecta.,1864,58918,0.7168,True
Erecta.,1095,88066,0.4384,False
Rastrera.,1344,46158,0.2287,True
Erecta.,1377,39230,0.4665,False
Rastrera.,1036,19889,0.179,False
Erecta.,1682,68518,0.2708,True
Semierecta.,1723,26994,0.6872,True
Erecta.,1965,8289,0.8392,False
Semierecta.,1724,14834,0.0322,False
Rastrera.,1483,40183,0.1208,True
Rastrera.,1787,34756,0.0905,True
Erecta.,1074,31561,0.6759,True
Erecta.,1189,82605,0.2146,False
Semierecta.,1350,8678,0.0968,True
Erecta.,1832,80516,0.8607,False
Rastrera.,1511,27336,0.4179,False
Erecta.,1308,31047,0.9918,False
Semierecta.,1319,75148,0.4624,False
Erecta.,1622,48761,0.5451,True
Rastrera.,1333,73045,0.5025,True
Rastrera.,1408,25736,0.2305,False
Semierecta.,1427,27459,0.7455,True
Rastrera.,1539,34217,0.9877,False
Erecta.,1133,45274,0.954,True
Rastrera.,1627,30753,0.8306,False
Semierecta.,1823,68031,0.5203,False
Rastrera.,1808,62677,0.6108,False
Erecta.,1943,18472,0.8761,False
Rastrera.,1666,75841,0.9728,True
Rastrera.,1961,62393,0.8762,False
Semierecta.,1881,65371,0.8126,True
Semierecta.,1673,29630,0.823,False
Semierecta.,1563,78611,0.9828,False
Semierecta.,1424,96091,0.2561,False
Rastrera.,1688,71061,0.2546,True
Erecta.,1847,37389,0.3998,True
Semierecta.,1493,61692,0.4201,False
Semierecta.,1837,5279,0.1705,True
Semierecta.,1860,92990,0.0053,False
Erecta.,1253,52704,0.6615,False
Erecta.,1941,24125,0.2741,True
Rastrera.,1682,81260,0.0741,False
Erecta.,1983,92038,0.5303,True
Erecta.,1578,54318,0.8729,True
Rastrera.,1544,79314,0.1066,True
Rastrera.,1294,1225,0.1486,False
Erecta.,1732,8856,0.7181,True
Erecta.,1315,82830,0.0164,False
Semierecta.,1450,73368,0.1086,False
Erecta.,1457,71719,0.601,True
Erecta.,1417,59762,0.9489,False
Semierecta.,1910,20426,0.0812,True
Erecta.,1432,10890,0.4896,True
Erecta.,1180,48219,0.2167,False
Erecta.,1612,37666,0.7782,True
Erecta.,1574,19608,0.1982,False
Erecta.,1202,43532,0.189,True
Rastrera.,1642,83859,0.5136,False
Rastrera.,1493,64398,0.6422,True
Erecta.,1797,28574,0.5932,True
Semierecta.,1027,46816,0.8157,False
Erecta.,1636,97186,0.6631,True
Rastrera.,1854,86616,0.9845,True
Erecta.,1423,64298,0.6756,True
Rastrera.,1939,27580,0.749,False
Erecta.,1130,27768,0.8865,False
Semierecta.,1720,83420,0.5484,False
Rastrera.,1131,43354,0.5727,True
Semierecta.,1184,16507,0.7854,False
Erecta.,1386,47616,0.981,True
Erecta.,1836,81149,0.6127,True
Erecta.,1197,58428,0.8172,False
Erecta.,1702,46848,0.982,False
Semierecta.,1628,26551,0.21,False
Erecta.,1948,47444,0.0184,True
Erecta.,1439,568,0.0382,True
Rastrera.,1652,27435,0.3159,True
Rastrera.,1332,81871,0.1704,False
Erecta.,1641,10460,0.066,True
Rastrera.,1683,59866,0.9674,False
Semierecta.,1935,28483,0.2839,False
Erecta.,1974,23425,0.2524,False
Semierecta.,1512,36608,0.0044,True
Semierecta.,1236,38195,0.7254,False
Rastrera.,1432,75265,0.129,True
Erecta.,1455,72815,0.4177,True
Semierecta.,1281,71387,0.2612,False
Erecta.,1634,30992,0.8835,True
Rastrera.,1131,64481,0.6467,True
Semierecta.,1069,57307,0.7884,True
Erecta.,1579,92592,0.5909,False
Semierecta.,1992,75474,0.0389,False
Rastrera.,1232,24619,0.8109,False
Semierecta.,1081,1014,0.9547,True
Semierecta.,1125,35653,0.8919,False
Rastrera.,1023,93775,0.6895,True
Rastrera.,1383,3690,0.0105,False
Rastrera.,1545,2347,0.6774,False
Erecta.,1024,627,0.3044,False
Rastrera.,1032,56729,0.1936,True
Erecta.,1266,33346,0.536,True
Semierecta.,1908,90960,0.8683,False
Erecta.,1162,41839,0.4627,False
Erecta.,1049,8306,0.3827,False
Rastrera.,1770,98982,0.2537,True
Erecta.,1457,58727,0.1012,False
Rastrera.,1653,38680,0.2983,False
Erecta.,1808,97331,0.0079,False
Semierecta.,1221,37639,0.5314,True
Rastrera.,1173,33219,0.971,False
Erecta.,1869,83150,0.6944,True
Rastrera.,1416,74888,0.8577,False
Rastrera.,1994,94448,0.1493,False
Rastrera.,1040,92689,0.2598,True
Semierecta.,1471,15042,0.7649,False
Erecta.,1016,79491,0.2766,False
Rastrera.,1407,48460,0.0897,False
Semierecta.,1060,31118,0.782,False
Rastrera.,1145,72225,0.5113,False
Semierecta.,1441,23270,0.1388,True
Erecta.,1969,16649,0.6766,False
Rastrera.,1106,81527,0.4189,True
Rastrera.,1688,94210,0.6688,False
Rastrera.,1966,58720,0.2795,True
Rastrera.,1286,45545,0.744,False
Semierecta.,1747,50309,0.695,False
Erecta.,1008,73485,0.0228,True
Erecta.,1411,66171,0.5966,False
Erecta.,1803,97671,0.4177,False
Erecta.,1203,90657,0.7679,False
Erecta.,1229,18107,0.4907,False
Erecta.,1062,40979,0.7012,True
Semierecta.,1408,28990,0.4911,False
Rastrera.,1566,82680,0.4254,True
Rastrera.,1260,81848,0.1717,False
Semierecta.,1627,99865,0.4435,True
Erecta.,1601,98739,0.5766,True
Erecta.,1209,93954,0.9992,True
Semierecta.,1488,36026,0.0399,False
Semierecta.,1791,59408,0.0863,True
Rastrera.,1241,74896,0.3026,False
Rastrera.,1539,89103,0.5205,True
Rastrera.,1899,1444,0.0493,False
Erecta.,1512,70747,0.0288,True
Erecta.,1672,31830,0.2254,False
Rastrera.,1201,84080,0.658,False
Erecta.,1234,68387,0.5608,True
Erecta.,1567,26277,0.5829,True
Rastrera.,1497,13447,0.3348,True
Semierecta.,1123,53734,0.8416,True
Erecta.,1450,44405,0.0369,True
Semierecta.,1664,62278,0.9064,False
Erecta.,1244,2051,0.5583,False
Erecta.,1715,38763,0.4475,False
Semierecta.,1636,59621,0.2756,True
Erecta.,1138,36226,0.5399,False
Semierecta.,1426,60650,0.4281,True
Erecta.,1622,11937,0.648,False
Erecta.,1084,22109,0.9239,False
Rastrera.,1391,26951,0.446,True
Rastrera.,1430,91820,0.5828,False
Rastrera.,1487,30176,0.9184,False
Semierecta.,1107,78236,0.8387,True
Semierecta.,1749,54210,0.805,False
Rastrera.,1095,9181,0.5589,True
Rastrera.,1606,2362,0.7167,False
Erecta.,1155,16874,0.6386,True
Semierecta.,1683,90473,0.208,False
Erecta.,1310,70469,0.5945,True
Rastrera.,1017,30767,0.1162,True
Semierecta.,1721,31812,0.6404,False
Erecta.,1241,91948,0.5613,False
Semierecta.,1971,63217,0.073,True
Rastrera.,1876,26377,0.9201,True
Semierecta.,1896,4847,0.1959,False
Erecta.,1544,85213,0.3962,True
Erecta.,1017,97524,0.0742,False
Rastrera.,1888,84775,0.1173,True
Semierecta.,1868,87533,0.5964,True
Erecta.,1453,64371,0.4946,False
Semierecta.,1869,79754,0.463,True
Erecta.,1248,8317,0.1064,True
Semierecta.,1601,55278,0.1127,True
Erecta.,1547,54241,0.2182,True
Semierecta.,1479,15610,0.2652,True
Semierecta.,1903,79560,0.4739,False
Semierecta.,1469,91289,0.9753,False
Semierecta.,1654,38086,0.8812,False
Rastrera.,1738,25254,0.3756,False
Erecta.,1752,88836,0.618,True
Semierecta.,1600,69891,0.4523,True
Rastrera.,1684,12203,0.1124,True
Rastrera.,1746,6341,0.4419,False
Erecta.,1371,72486,0.59,False
Semierecta.,1145,32022,0.0955,False
Rastrera.,1005,43141,0.8849,True
Rastrera.,1648,71591,0.5407,False
Semierecta.,1339,59159,0.0847,True
Erecta.,1320,78221,0.4137,True
Erecta.,1241,3972,0.2831,True
Erecta.,1278,23823,0.6548,True
Semierecta.,1694,89820,0.2514,True
Erecta.,1516,40700,0.9204,True
Rastrera.,1860,13104,0.5112,True
Erecta.,1646,95802,0.9707,False
Rastrera.,1816,77390,0.3628,False
Rastrera.,1371,95128,0.2537,True
Rastrera.,1955,92170,0.7466,False
Erecta.,1026,22792,0.391,True
Erecta.,1754,91764,0.2647,False
Erecta.,1599,98043,0.2549,False
Rastrera.,1538,64016,0.8953,False
Erecta.,1985,3595,0.1986,True
Semierecta.,1927,33690,0.1201,False
Rastrera.,1699,87178,0.8275,True
Erecta.,1040,46365,0.1889,True
Semierecta.,1622,83735,0.4223,True
Semierecta.,1185,51331,0.3569,False
Rastrera.,1325,80413,0.5297,True
Erecta.,1541,51289,0.6733,False
Rastrera.,1378,39591,0.5454,True
Semierecta.,1415,18862,0.326,False
Erecta.,1838,3555,0.8137,False
Semierecta.,1818,14756,0.5829,False
Semierecta.,1561,26191,0.5617,False
Semierecta.,1524,45351,0.1759,False
Rastrera.,1496,48339,0.6187,True
Erecta.,1340,15835,0.7027,False
Semierecta.,1512,38525,0.8189,True
Erecta.,1148,28140,0.728,True
Rastrera.,1691,35114,0.49,True
Semierecta.,1919,79131,0.4485,True
Semierecta.,1813,76243,0.1343,True
Erecta.,1767,84971,0.7782,False
Semierecta.,1457,48162,0.9636,False
Rastrera.,1962,8595,0.4419,True
Semierecta.,1628,8007,0.1032,True
Erecta.,1290,32946,0.9864,False
Rastrera.,1456,87744,0.0664,False
Erecta.,1407,66052,0.6787,False
Erecta.,1115,38258,0.3191,True
Semierecta.,1472,89043,0.3384,False
Semierecta.,1004,9472,0.6024,False
Semierecta.,1857,43422,0.2627,False
Semierecta.,1831,47071,0.0987,True
Erecta.,1490,93264,0.8632,True
Rastrera.,1055,92570,0.1568,False
Rastrera.,1055,85298,0.0138,False
Semierecta.,1970,83075,0.4815,False
Rastrera.,1913,76643,0.0375,False
Rastrera.,1714,43237,0.2242,True
Semierecta.,1412,49652,0.8276,False
Rastrera.,1208,15655,0.3924,False
Semierecta.,1412,93053,0.9322,True
Erecta.,1776,75379,0.2888,False
Rastrera.,1157,65135,0.7572,False
Semierecta.,1683,97074,0.3796,False
Erecta.,1482,22302,0.2848,True
Rastrera.,1044,22337,0.0864,False
Rastrera.,1369,96416,0.0303,False
Semierecta.,1812,14854,0.965,True
Erecta.,1193,40981,0.2685,False
Semierecta.,1352,51468,0.8268,True
Semierecta.,1408,12796,0.0911,False
Erecta.,1150,47875,0.5628,False
Semierecta.,1280,19435,0.1959,True
Semierecta.,1690,14632,0.6025,True
Rastrera.,1835,68529,0.9568,False
Semierecta.,1254,77558,0.0906,False
Semierecta.,1517,14499,0.1373,False
Semierecta.,1699,67967,0.3125,True
Semierecta.,1073,87787,0.222,False
Rastrera.,1298,8750,0.5961,True
Rastrera.,1739,1443,0.9921,True
Rastrera.,1790,47774,0.5275,True
Rastrera.,1615,28652,0.631,False
Semierecta.,1221,96029,0.0981,True
Rastrera.,1819,90003,0.1362,True
Semierecta.,1687,69411,0.8632,False
Rastrera.,1922,34960,0.0074,False
Erecta.,1317,47972,0.2757,False
Erecta.,1915,52768,0.6388,False
Erecta.,1411,13913,0.5029,True
Rastrera.,1053,85951,0.4835,True
Semierecta.,1293,74371,0.3157,True
Rastrera.,1402,24478,0.7881,True
Semierecta.,1964,79571,0.8097,True
Rastrera.,1666,33947,0.1481,True
Erecta.,1990,75771,0.2565,True
Semierecta.,1154,58138,0.8042,False
Erecta.,1967,53307,0.7919,False
Rastrera.,1965,26542,0.3075,True
Semierecta.,1564,74132,0.4825,False
Rastrera.,1326,69242,0.0866,False
Semierecta.,1853,67432,0.3098,False
Rastrera.,1423,97966,0.7265,True
Rastrera.,1385,16558,0.5046,False
Erecta.,1404,8699,0.4016,True
Semierecta.,1748,47990,0.0211,True
Erecta.,1782,73222,0.6612,True
Erecta.,1928,1925,0.6679,True
Rastrera.,1816,35164,0.0766,False
Rastrera.,1059,15677,0.7696,False
Erecta.,1184,32534,0.7357,True
Semierecta.,1577,93241,0.7045,True
Rastrera.,1941,93402,0.521,True
Rastrera.,1772,8522,0.1881,False
Semierecta.,1876,84823,0.5703,True
Rastrera.,1335,47213,0.4573,True
Erecta.,1536,72631,0.5024,False
Rastrera.,1015,12779,0.9495,True
Semierecta.,1122,44938,0.0731,True
Rastrera.,1616,40302,0.5438,True
Semierecta.,1549,71041,0.0989,False
Erecta.,1788,62808,0.8907,False
Erecta.,1856,77349,0.1622,False
Erecta.,1505,88449,0.2644,True
Rastrera.,1026,69779,0.7027,True
Semierecta.,1750,11173,0.9265,False
Semierecta.,1894,80940,0.6698,False
Rastrera.,1699,65154,0.1097,True
Semierecta.,1663,12882,0.8426,False
Semierecta.,1533,63531,0.8555,False
Rastrera.,1523,87933,0.6329,False
Erecta.,1663,33607,0.4545,True
Erecta.,1133,62184,0.8553,False
Semierecta.,1405,71402,0.274,True
Rastrera.,1852,44679,0.9886,True
Semierecta.,1703,73824,0.8593,True
Erecta.,1938,56333,0.4742,False
Rastrera.,1410,3167,0.0242,True
Erecta.,1943,79681,0.5336,True
Semierecta.,1654,16110,0.453,True
Semierecta.,1791,26077,0.8337,True
Rastrera.,1181,53911,0.352,True
Semierecta.,1940,30016,0.169,False
Rastrera.,1661,43421,0.0691,False
Rastrera.,1651,35898,0.0725,False
Semierecta.,1800,61846,0.4613,False
Erecta.,1156,50354,0.7886,False
Erecta.,1112,39917,0.615,True
Rastrera.,1116,3815,0.9617,False
Rastrera.,1973,27489,0.7243,False
Semierecta.,1603,21159,0.0926,False
Semierecta.,1792,63817,0.024,False
Erecta.,1172,46260,0.4788,False
Erecta.,1840,66903,0.0652,True
Semierecta.,1945,15828,0.291,False
Semierecta.,1451,80852,0.1457,False
Rastrera.,1665,63064,0.3953,False
Semierecta.,1905,13219,0.3538,True
Erecta.,1631,52874,0.267,False
Semierecta.,1206,10654,0.4462,False
Erecta.,1818,79484,0.7495,False
Semierecta.,1257,49037,0.5222,True
Erecta.,1206,1527,0.2995,False
Erecta.,1961,76812,0.9133,False
Rastrera.,1715,58375,0.6673,False
Erecta.,1395,81857,0.8309,True
Erecta.,1648,12043,0.3757,True
Semierecta.,1014,63912,0.639,False
Semierecta.,1520,34376,0.5792,False
Semierecta.,1869,34312,0.9822,False
Rastrera.,1618,4742,0.2925,False
Semierecta.,1382,95975,0.0641,False
Rastrera.,1025,2110,0.2443,False
Erecta.,1529,24124,0.7354,False
Semierecta.,1571,55812,0.9406,True
Rastrera.,1745,77240,0.273,True
Semierecta.,1341,39235,0.0987,True
Rastrera.,1840,65901,0.5872,False
Semierecta.,1100,89698,0.1677,True
Rastrera.,1406,34895,0.8053,True
Semierecta.,1625,49774,0.7558,True
Erecta.,1431,66935,0.6754,False
Rastrera.,1555,17651,0.8695,False
Semierecta.,1880,11205,0.1413,True
Rastrera.,1641,52076,0.9894,False
Semierecta.,1918,83015,0.6151,True
Semierecta.,1788,12698,0.1317,False
Rastrera.,1477,76045,0.6879,False
Erecta.,1745,60187,0.1761,True
Rastrera.,1148,57417,0.9907,False
Erecta.,1912,62066,0.0872,False
Rastrera.,1790,64348,0.9952,True
Rastrera.,1417,15174,0.2432,True
Rastrera.,1784,67012,0.7188,True
Rastrera.,1285,26670,0.3131,False
Rastrera.,1355,31152,0.0608,True
Semierecta.,1557,68021,0.0133,False
Erecta.,1434,178,0.3043,True
Semierecta.,1216,97050,0.1998,True
Erecta.,1136,8643,0.1653,True
Erecta.,1115,92367,0.4607,True
Erecta.,1320,68713,0.5034,False
Rastrera.,1090,55005,0.09,False
Semierecta.,1860,71044,0.3278,True
Semierecta.,1200,43040,0.8873,True
Semierecta.,1339,65743,0.9094,False
Erecta.,1830,84117,0.8505,False
Rastrera.,1872,31705,0.7802,True
Semierecta.,1569,83170,0.0767,True
Semierecta.,1830,42870,0.0907,True
Semierecta.,1376,77489,0.1588,True
Erecta.,1387,13471,0.4761,False
Rastrera.,1459,54489,0.1428,True
Rastrera.,1753,21706,0.3944,False
Rastrera.,1925,16670,0.8107,False
Rastrera.,1307,64814,0.9238,True
Erecta.,1729,16880,0.8085,False
Rastrera.,1414,14150,0.2119,True
Semierecta.,1318,57096,0.3212,False
Rastrera.,1823,48150,0.62,True
Rastrera.,1852,68788,0.0623,False
Erecta.,1714,4551,0.36,True
Erecta.,1442,14778,0.6232,True
Semierecta.,1040,14588,0.7203,False
Rastrera.,1032,6469,0.6159,True
Semierecta.,1020,75101,0.8692,True
Semierecta.,1526,65527,0.1222,True
Semierecta.,1872,91765,0.4922,True
Erecta.,1371,97963,0.4425,True
Semierecta.,1536,24587,0.8008,True
Rastrera.,1007,91303,0.1264,True
Rastrera.,1971,26484,0.0013,False
Rastrera.,1393,65472,0.6692,False
Rastrera.,1476,71030,0.7821,False
Rastrera.,1361,12031,0.1819,True
Erecta.,1331,91847,0.7799,True
Erecta.,1964,80860,0.7916,True
Rastrera.,1195,56532,0.4428,True
Rastrera.,1025,93633,0.7893,False
Semierecta.,1425,373,0.0492,False
Rastrera.,1562,68386,0.2692,False
Semierecta.,1148,86134,0.4701,True
Erecta.,1540,94102,0.7848,True
Rastrera.,1544,62344,0.2772,False
Erecta.,1057,65802,0.2986,False
Rastrera.,1528,90762,0.6732,True
Rastrera.,1247,57891,0.1103,True
Erecta.,1580,27291,0.1547,False
Semierecta.,1564,55425,0.3647,True
Semierecta.,1653,67060,0.1117,False
Erecta.,1643,31719,0.611,False
Erecta.,1643,53981,0.0376,True
Semierecta.,1979,59567,0.2506,False
Rastrera.,1159,50771,0.4669,False
Semierecta.,1182,32383,0.4108,True
Semierecta.,1111,32534,0.8756,False
Semierecta.,1258,37097,0.2251,True
Erecta.,1712,41861,0.1185,True
